,_id,nutrition,ingredients,steps,keywords,name,image_url,prep_time,cook_time,vegan,gluten_free,ratio,sale ingredient ids,sale ingredients,non sale ingredients
12,5f6df90389e9ff4aec6e1d79,"{'kcal': 264.0, 'fat': 15.0, 'saturates': 7.0, 'carbs': 28.0, 'sugars': 17.0, 'fibre': 6.0, 'protein': 5.0, 'salt': 0.61}","[{'name': 'butternut squash', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'olive oil', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'butter', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'onions', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'garlic clove', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'mild red chillies', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'hot vegetable stock', 'quantity': 850, 'measurement': 'ml'}, {'name': 'crème fraîche', 'quantity': 4, 'measurement': 'tbsp'}]","['Heat oven to 200C/180C fan/gas 6.', 'Cut 1 peeled and deseeded butternut squash into large cubes, about 4cm/1½in across, then toss in a large roasting tin with 1 tbsp of the olive oil.', 'Roast for 30 mins, turning once during cooking, until golden and soft.', 'While the butternut squash cooks, melt 1 tbsp butter with the remaining 1 tbsp olive oil in a large saucepan, then add 2 diced onions, 1 thinly sliced garlic clove and ¾ of the 2 deseeded and finely chopped red chillies.', 'Cover and cook on a very low heat for 15-20 mins until the onions are completely soft.', 'Tip the butternut squash into the pan, add 850ml hot vegetable stock and 4 tbsp crème fraîche, then whizz with a stick blender until smooth. For a really silky soup, put the soup into a liquidiser and blitz it in batches.', 'Return to the pan, gently reheat, then season to taste.', 'Serve the soup in bowls with swirls of crème fraîche and a scattering of the remaining chopped chilli.']","['butternut squash', 'olive oil', 'butter', 'onions', 'garlic clove', 'mild red chillies', 'hot vegetable stock', 'crème fraîche']",Butternut squash soup with chilli & crème fraîche,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-513663_11-ee6a645.jpg?quality=90&resize=440,400",15,50,,,0.125,[ObjectId('5f6ede009f48383b148dfded')],"[{'id': ObjectId('5f6ede009f48383b148dfded'), 'quantity': 'butter', 'measurement': 'tbsp'}]","['butternut squash', 'olive oil', 'onions', 'garlic clove', 'mild red chillies', 'hot vegetable stock', 'crème fraîche']"
102,5f6ed55e469b4359fa6e259e,"{'kcal': 504.0, 'fat': 22.0, 'saturates': 12.0, 'carbs': 47.0, 'sugars': 8.0, 'fibre': 5.0, 'protein': 28.0, 'salt': 1.1}","[{'name': 'milk', 'quantity': 650, 'measurement': 'ml'}, {'name': 'plain flour', 'quantity': 40, 'measurement': 'g'}, {'name': 'butter', 'quantity': 40, 'measurement': 'g'}, {'name': 'Dijon mustard', 'quantity': 2, 'measurement': 'tsp'}, {'name': 'mature  cheddar', 'quantity': 150, 'measurement': 'g'}, {'name': 'frozen peas', 'quantity': 180, 'measurement': 'g'}, {'name': 'macaroni', 'quantity': 300, 'measurement': 'g'}, {'name': 'fish pie mix', 'quantity': 300, 'measurement': 'g'}]","['Pour the milk into a large pan and add the flour and butter. Set over a medium heat and whisk continuously until you have a smooth, thick white sauce. Remove from the heat, add the mustard, most of the cheese (save a handful for the top), peas and parsley.', 'Meanwhile, boil the pasta in a large pan of water following pack instructions until just cooked. Drain.', 'Heat the oven to 200C/180C fan/gas 6. Tip the pasta into the sauce and add half the fish, stir everything together then tip into a large baking dish. Top with the rest of the fish, pushing it into the pasta a little, then scatter with the remaining cheese. Bake for 30 mins until golden, then serve with salad, if you like. Can be chilled and eaten within three days or frozen for up to a month. Defrost in the fridge, then reheat in a microwave or oven until piping hot.']","['milk', 'plain flour', 'butter', 'Dijon mustard', 'mature  cheddar', 'frozen peas', 'macaroni', 'fish pie mix']",Fish pie mac ’n’ cheese,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/fish-pie-mac-cheese-5ece214.jpg?quality=90&resize=440,400",10,40,,,0.125,[ObjectId('5f6ede009f48383b148dfded')],"[{'id': ObjectId('5f6ede009f48383b148dfded'), 'quantity': 'butter', 'measurement': 'g'}]","['milk', 'plain flour', 'Dijon mustard', 'mature  cheddar', 'frozen peas', 'macaroni', 'fish pie mix']"
147,5f6ed5c210297e461130e7c5,"{'kcal': 322.0, 'fat': 11.0, 'saturates': 4.0, 'carbs': 55.0, 'sugars': 37.0, 'fibre': 3.0, 'protein': 7.0, 'salt': 0.21}","[{'name': 'butter', 'quantity': 25, 'measurement': 'g'}, {'name': 'golden caster sugar', 'quantity': 140, 'measurement': 'g'}, {'name': 'apples', 'quantity': 4, 'measurement': 'quantity'}, {'name': 'egg white', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'eggs', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'plain flour', 'quantity': 140, 'measurement': 'g'}, {'name': 'full-fat milk', 'quantity': 200, 'measurement': 'ml'}, {'name': 'punnet  blackberry', 'quantity': 150, 'measurement': 'g'}, {'name': 'sunflower oil', 'quantity': 2, 'measurement': 'tbsp'}]","['Heat oven to 240C/fan 220C/gas 9. Heat the butter and 100g of the sugar in a frying pan, throw in the apples and cook over a high heat for 3-4 mins until slightly caramelised and just starting to soften. Set aside.', 'In a clean bowl, whisk the egg white until frothy, then whisk in the rest of the sugar, the whole eggs, the flour and the milk. Stir the apples and the blackberries into the batter.', 'Place a 6-hole non-stick Yorkshire pudding tin over a high heat and add a splash of oil to each hole. Spoon a large ladleful of batter into each hole, making sure all the fruit is used. Put the tin in the oven and leave for 15 mins, without opening the door, until puffed up and golden. Remove from the oven and carefully place each pudding onto a plate. Serve immediately with custard or vanilla ice cream.']","['butter', 'golden caster sugar', 'apples', 'egg white', 'eggs', 'plain flour', 'full-fat milk', 'punnet  blackberry', 'sunflower oil']",Blackberry & apple Yorkshire puddings,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-560804_11-140c423.jpg?quality=90&resize=440,400",10,30,,,0.1111111111111111,[ObjectId('5f6ede009f48383b148dfded')],"[{'id': ObjectId('5f6ede009f48383b148dfded'), 'quantity': 'butter', 'measurement': 'g'}]","['golden caster sugar', 'apples', 'egg white', 'eggs', 'plain flour', 'full-fat milk', 'punnet  blackberry', 'sunflower oil']"
127,5f6ed5814cfffd2f9b381d9d,"{'kcal': 547.0, 'fat': 32.0, 'saturates': 13.0, 'carbs': 23.0, 'sugars': 5.0, 'fibre': 12.0, 'protein': 34.0, 'salt': 1.7}","[{'name': 'olive oil', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'chicken', 'quantity': 8, 'measurement': 'quantity'}, {'name': 'leeks', 'quantity': 3, 'measurement': 'quantity'}, {'name': 'garlic cloves', 'quantity': 2, 'measurement': 'g'}, {'name': 'cannellini beans', 'quantity': 800, 'measurement': 'g'}, {'name': 'hot chicken stock', 'quantity': 500, 'measurement': 'ml'}, {'name': 'wholegrain mustard', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'crème fraîche', 'quantity': 100, 'measurement': 'g'}, {'name': 'large lemon', 'quantity': 1, 'measurement': 'quantity'}]","['Heat the oven to 200C/180C fan/gas 6. Heat the oil over a high heat in a large non-stick frying pan. Season the chicken thighs and fry, skin-side down, for 5 mins until golden and crisp. Transfer, skin-side up, to a large baking tray. (If you’re doubling up this recipe, fry in batches and divide between two baking trays.)', 'Fry the leeks in the pan for 5 mins or until just softened. Add the garlic and fry for 1 min more. Stir in the beans, then spoon into the tray, or trays, around the chicken. Pour the stock over the beans and season to taste. Roast for 20 mins, then remove from the oven and stir the mustard and crème fraîche through the beans. Roast for 10-15 mins more, or until the chicken is cooked through. To freeze, leave to cool completely and transfer to large freezerproof bags.', 'Scatter the lemon zest over the chicken and serve with crusty bread to mop up the juices.']","['olive oil', 'chicken', 'leeks', 'garlic cloves', 'cannellini beans', 'hot chicken stock', 'wholegrain mustard', 'crème fraîche', 'large lemon']","Creamy chicken, bean & leek traybake","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/creamy-chicken-bean-leek-traybake-25d074b.jpg?quality=90&resize=440,400",5,50,,,0.1111111111111111,[ObjectId('5f6ede019f48383b148dfdf8')],"[{'id': ObjectId('5f6ede019f48383b148dfdf8'), 'quantity': 'chicken', 'measurement': 'quantity'}]","['olive oil', 'leeks', 'garlic cloves', 'cannellini beans', 'hot chicken stock', 'wholegrain mustard', 'crème fraîche', 'large lemon']"
209,5f6edac80950689927ebe693,"{'kcal': 210.0, 'fat': 6.0, 'saturates': 1.0, 'carbs': 32.0, 'sugars': 16.0, 'fibre': 2.0, 'protein': 5.0, 'salt': 0.3}","[{'name': 'maple syrup', 'quantity': 3, 'measurement': 'tbsp'}, {'name': 'blueberries', 'quantity': 150, 'measurement': 'g'}, {'name': 'gram flour', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'ground almonds', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'cinnamon', 'quantity': 2, 'measurement': 'tsp'}, {'name': 'oat milk', 'quantity': 200, 'measurement': 'ml'}, {'name': 'golden caster sugar', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'vanilla extract', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'white bread', 'quantity': 6, 'measurement': 'quantity'}]","['Gently heat the maple syrup and blueberries in a saucepan until the berries start to pop and release their juices, then set them to one side in the pan. Whisk the flour, almonds, cinnamon, milk and vanilla together in a shallow bowl.', 'Heat a little oil in a frying pan. Dip a slice of bread into the milk mixture, shake off any excess and fry the bread on both sides until it browns and crisps at the edges. Keep the slices warm in a low oven as you cook the rest. Serve with the blueberries spooned over and dust with icing sugar.']","['maple syrup', 'blueberries', 'gram flour', 'ground almonds', 'cinnamon', 'oat milk', 'golden caster sugar', 'vanilla extract', 'white bread']",Vegan French toast,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/french-toast-dbe2eea.jpg?quality=90&resize=440,400",20,20,True,,0.1111111111111111,[ObjectId('5f6ede009f48383b148dfdef')],"[{'id': ObjectId('5f6ede009f48383b148dfdef'), 'quantity': 'oat milk', 'measurement': 'ml'}]","['maple syrup', 'blueberries', 'gram flour', 'ground almonds', 'cinnamon', 'golden caster sugar', 'vanilla extract', 'white bread']"
201,5f6edaab77c211e837b9c691,"{'kcal': 315.0, 'fat': 15.0, 'saturates': 6.0, 'carbs': 38.0, 'sugars': 18.0, 'fibre': 2.0, 'protein': 6.0, 'salt': 0.3}","[{'name': 'coconut oil', 'quantity': 50, 'measurement': 'g'}, {'name': 'self-raising flour', 'quantity': 200, 'measurement': 'g'}, {'name': 'ground almonds', 'quantity': 25, 'measurement': 'g'}, {'name': 'baking powder', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'light muscovado sugar', 'quantity': 75, 'measurement': 'g'}, {'name': 'dates', 'quantity': 4, 'measurement': 'quantity'}, {'name': 'bananas', 'quantity': 3, 'measurement': 'quantity'}, {'name': 'soya milk', 'quantity': 3, 'measurement': 'tbsp'}, {'name': 'walnut', 'quantity': 75, 'measurement': 'g'}]","['Heat oven to 200C/180C fan/gas 6. Brush a 450g loaf tin with a little oil then line with baking parchment.', 'Mix the flour, almonds, baking powder, sugar and dates. Beat together the mashed banana and oil, then combine it with the flour mixture. Add the soya milk to loosen the mixture, fold in the walnuts and scrape the mixture into the tin. Bake for 1 hr, covering the top if it starts to look too brown. Insert a skewer into the centre of the cake – it should come out clean. If not, return to the oven and cook for a further 10 mins. Cool for 15 mins before taking it out of the tin.']","['coconut oil', 'self-raising flour', 'ground almonds', 'baking powder', 'light muscovado sugar', 'dates', 'bananas', 'soya milk', 'walnut']",Vegan banana & walnut bread,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/banana-bread-cda10bf.jpg?quality=90&resize=440,400",20,60,True,,0.1111111111111111,[ObjectId('5f6ede019f48383b148dfdf7')],"[{'id': ObjectId('5f6ede019f48383b148dfdf7'), 'quantity': 'dates', 'measurement': 'quantity'}]","['coconut oil', 'self-raising flour', 'ground almonds', 'baking powder', 'light muscovado sugar', 'bananas', 'soya milk', 'walnut']"
0,5f6df90289e9ff4aec6e1d6d,"{'kcal': 367.0, 'fat': 19.0, 'saturates': 12.0, 'carbs': 13.0, 'sugars': 11.0, 'fibre': 2.0, 'protein': 35.0, 'salt': 3.8}","[{'name': 'small pumpkin', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'sage leaves', 'quantity': 8, 'measurement': 'quantity'}, {'name': 'maple syrup', 'quantity': 60, 'measurement': 'ml'}, {'name': 'banana shallots', 'quantity': 3, 'measurement': 'quantity'}, {'name': 'butter', 'quantity': 40, 'measurement': 'g'}, {'name': 'venison loin', 'quantity': 600, 'measurement': 'g'}, {'name': 'Sichuan peppercorns', 'quantity': 10, 'measurement': 'quantity'}, {'name': 'flaky salt', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'chopped rosemary', 'quantity': 1, 'measurement': 'tsp'}]","['Heat oven to 190C/170C fan/gas 5. Put the pumpkin, sage, maple syrup and shallots in a roasting tin and give it a good mix with your hands, making sure you coat everything in the syrup. Add half the butter and sprinkle with salt, then roast for 45 mins or until the pumpkin is tender.', 'While the vegetables are roasting, heat a frying pan, add a splash of oil and the remaining butter. When foaming, add the venison and sear as quickly as you can. Remove from the heat and set aside. Once the vegetables are soft, lay the loin on top and return the tin to the oven to cook for another 15-20 mins.', 'While the venison is roasting, put the Sichuan peppercorns, salt and rosemary into a pestle and mortar and grind to a coarse seasoning. When the venison is cooked, remove from the oven and rest for 10 mins. While it’s resting, brush with the glaze from the pan and sprinkle over a generous pinch of the seasoning. Serve the carved venison with the pumpkin and shallots.']","['small pumpkin', 'sage leaves', 'maple syrup', 'banana shallots', 'butter', 'venison loin', 'Sichuan peppercorns', 'flaky salt', 'chopped rosemary']",Roast venison loin with pumpkin & Sichuan salt,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roast-venison-loin-with-pumpkin-sichuan-salt-22992fe.jpg?quality=90&resize=440,400",15,70,,,0.1111111111111111,[ObjectId('5f6ede009f48383b148dfded')],"[{'id': ObjectId('5f6ede009f48383b148dfded'), 'quantity': 'butter', 'measurement': 'g'}]","['small pumpkin', 'sage leaves', 'maple syrup', 'banana shallots', 'venison loin', 'Sichuan peppercorns', 'flaky salt', 'chopped rosemary']"
14,5f6df90389e9ff4aec6e1d7b,"{'kcal': 939.0, 'fat': 49.0, 'saturates': 22.0, 'carbs': 80.0, 'sugars': 7.0, 'fibre': 6.0, 'protein': 38.0, 'salt': 1.1}","[{'name': 'vegetable oil', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'smoked bacon', 'quantity': 100, 'measurement': 'g'}, {'name': 'beef', 'quantity': 1, 'measurement': 'g'}, {'name': 'onions', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'carrots', 'quantity': 3, 'measurement': 'quantity'}, {'name': 'plain flour', 'quantity': 3, 'measurement': 'tbsp'}, {'name': 'tomato purée', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'tomato purée', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'malt or red wine vinegar', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'brown miso paste', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'sweet brown ale', 'quantity': 400, 'measurement': 'ml'}, {'name': 'beef stock', 'quantity': 600, 'measurement': 'ml'}, {'name': 'bay leaves', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'plain flour', 'quantity': 700, 'measurement': 'g'}, {'name': 'English mustard powder', 'quantity': 2, 'measurement': 'tsp'}, {'name': 'lard', 'quantity': 150, 'measurement': 'g'}, {'name': 'butter', 'quantity': 150, 'measurement': 'g'}, {'name': 'egg yolks', 'quantity': 2, 'measurement': 'quantity'}]","['Heat the oven to 160C/140C fan/gas 3. Heat the vegetable oil in a large casserole dish and gently fry the bacon for 5 mins until lightly browned. Remove with a slotted spoon and set aside. In the same pan, brown the beef well in batches for 5-8 mins, adding a drizzle more oil if you need to, then set aside.', 'Add the onions and carrots to the pan and cook on a low heat for 5 mins. Stir in the flour, then add the tomato purée, vinegar and miso, if using. Tip the beef and bacon, along with any juices, back into the pan and give it all a good stir. Pour in the ale and stock, and nestle in the thyme stalks and bay. Season generously and bring to a simmer. Cover with a lid and cook in the oven for about 2 hrs or until the meat is really tender. Leave everything to cool slightly, then strain off about half the braising liquid into another container. Leave to cool completely. Can be made up to two days ahead and kept chilled in the fridge – the pie will be better if the filling is fridge-cold when added. Can also be frozen for up to three months.', 'To make the pastry, mix the flour, mustard powder, lard and butter with a generous pinch of sea salt until completely combined, then gradually add up to 250ml ice-cold water to make a soft dough. This can be done in a food processor if you prefer. Knead the thyme leaves into the pastry, then cover and leave to rest in the fridge for at least 1 hr. Can be made up to two days ahead and kept chilled, or frozen for up to a month.', 'Heat the oven to 220C/200C fan/gas 7 and put a baking tray in the oven. Heavily butter a 26-28cm pie dish and dust well with flour. Cut off a third of the pastry and set aside. Roll out the remaining pastry to a thick round that will easily line the pie dish with an overhang, then line the tin. Tip in the beef mixture. You want the filling to be slightly higher than the rim of the dish. Brush the edges with egg yolk. Roll out the remaining pastry to a thick round, big enough to cover the pie, then lift onto the pie dish. Trim the edges, crimp together, then re-roll the trimmings and cut into decorative shapes, such as leaves. Brush the top with more yolk. Make a hole in the centre of the pie with a knife, and put it on the hot baking tray.', 'Bake for 20 mins, remove, brush again with yolk, scatter with sea salt and bake for 20-25 mins until golden. Leave to rest for 10 mins while you heat up the extra gravy.']","['vegetable oil', 'smoked bacon', 'beef', 'onions', 'carrots', 'plain flour', 'tomato purée', 'tomato purée', 'malt or red wine vinegar', 'brown miso paste', 'sweet brown ale', 'beef stock', 'bay leaves', 'plain flour', 'English mustard powder', 'lard', 'butter', 'egg yolks']",Next level steak & ale pie,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/beef-and-ale-pie-5729a53.jpg?quality=90&resize=440,400",60,180,,,0.1111111111111111,"[ObjectId('5f6ede009f48383b148dfdeb'), ObjectId('5f6ede009f48383b148dfded')]","[{'id': ObjectId('5f6ede009f48383b148dfdeb'), 'quantity': 'beef stock', 'measurement': 'ml'}, {'id': ObjectId('5f6ede009f48383b148dfded'), 'quantity': 'butter', 'measurement': 'g'}]","['vegetable oil', 'smoked bacon', 'beef', 'onions', 'carrots', 'plain flour', 'tomato purée', 'tomato purée', 'malt or red wine vinegar', 'brown miso paste', 'sweet brown ale', 'bay leaves', 'plain flour', 'English mustard powder', 'lard', 'egg yolks']"
75,5f6ed52897d4f612d214fba6,"{'kcal': 488.0, 'fat': 9.0, 'saturates': 1.0, 'carbs': 78.0, 'sugars': 11.0, 'fibre': 12.0, 'protein': 16.0, 'salt': 1.4}","[{'name': 'vegetable oil', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'large onion', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'fennel bulb', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'garlic cloves', 'quantity': 5, 'measurement': 'quantity'}, {'name': 'can chickpea', 'quantity': 400, 'measurement': 'g'}, {'name': 'chopped tomatoes', 'quantity': 800, 'measurement': 'g'}, {'name': 'vegetable stock', 'quantity': 600, 'measurement': 'ml'}, {'name': 'pearl barley', 'quantity': 250, 'measurement': 'g'}, {'name': 'can butter beans', 'quantity': 215, 'measurement': 'g'}, {'name': 'pack baby spinach', 'quantity': 100, 'measurement': 'g'}]","['Heat the oil in a saucepan over a medium heat, add the onion, fennel and garlic, and cook until softened and just beginning to brown, about 10-12 mins.', 'Mash half the chickpeas and add to the pan with the tomatoes, stock and barley. Top up with a can of water and bring to the boil, then reduce the heat and simmer, covered, for 45 mins or until the barley is tender. Add another can of water if the liquid has significantly reduced.', 'Add the remaining chickpeas and the butter beans to the soup. After a few mins, stir in the spinach and cook until wilted, about 1 min. Season and serve scattered with Parmesan.']","['vegetable oil', 'large onion', 'fennel bulb', 'garlic cloves', 'can chickpea', 'chopped tomatoes', 'vegetable stock', 'pearl barley', 'can butter beans', 'pack baby spinach']",Bean & barley soup,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/bean-barley-soup-7b10d8f.jpg?quality=90&resize=440,400",5,60,,,0.1,[ObjectId('5f6ede009f48383b148dfdea')],"[{'id': ObjectId('5f6ede009f48383b148dfdea'), 'quantity': 'vegetable stock', 'measurement': 'ml'}]","['vegetable oil', 'large onion', 'fennel bulb', 'garlic cloves', 'can chickpea', 'chopped tomatoes', 'pearl barley', 'can butter beans', 'pack baby spinach']"
51,5f6ed4a106b23ed5d788341d,"{'kcal': 382.0, 'fat': 17.0, 'saturates': 11.0, 'carbs': 52.0, 'sugars': 25.0, 'fibre': 3.0, 'protein': 4.0, 'salt': 0.3}","[{'name': 'blackberries', 'quantity': 140, 'measurement': 'g'}, {'name': 'blueberries', 'quantity': 225, 'measurement': 'g'}, {'name': 'plums', 'quantity': 4, 'measurement': 'quantity'}, {'name': 'granulated sugar', 'quantity': 4, 'measurement': 'tbsp'}, {'name': 'cornflour', 'quantity': 3, 'measurement': 'tbsp'}, {'name': 'orange', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'butter', 'quantity': 200, 'measurement': 'g'}, {'name': 'plain flour', 'quantity': 300, 'measurement': 'g'}, {'name': 'granulated sugar', 'quantity': 5, 'measurement': 'tbsp'}, {'name': 'egg white', 'quantity': 1, 'measurement': 'quantity'}]","['The morning before you want to make the tart, remember to put the butter in the freezer – try wrapping it in foil first (it will keep it colder when you hold it to grate later).', 'To make the pastry, mix the flour in a big bowl with a good pinch of salt and 2 tbsp of the sugar. Using a coarse cheese grater, grate in the butter, trying to hold it as little as possible so that it doesn’t warm up too much, and stirring it in with a cutlery knife as you go. When all the butter is in, give it a final good stir with the knife to make sure all strands of butter are coated in the flour, then quickly stir in 150-175ml of very cold water. Lightly bring the pastry together with your hands, wrap in cling film and chill for 30 mins.', 'Layer all the fruit in another bowl, sprinkling over the sugar and cornflour as you go. Add the orange zest and give everything a light mix. Set aside until your pastry is ready.', 'Heat oven to 200C/180C fan/gas 6 with a baking sheet in it. Lightly dust another baking sheet with flour and roll out the pastry onto it in a rough circle until the pastry is about 0.5cm thick. If you want, use a small, sharp knife to cut a pattern around the edge of the pastry.', 'Give the fruit another mix, then pile into the middle of the pastry, leaving a 7cm border of clear pastry all around the edge. Fold the pastry border up and over the fruit filling, pinching bits together to keep it neat and in place. Whisk the egg white until very frothy. Using a pastry brush, brush the froth all over the pastry. Dredge over the remaining granulated sugar, and sprinkle a little more over the fruit. Lift onto the heated sheet and bake for 35 mins until the pastry is golden brown and crispy. Serve straight from the oven with lashings of custard or, if you’re feeling really wicked, some Cornish clotted cream.']","['blackberries', 'blueberries', 'plums', 'granulated sugar', 'cornflour', 'orange', 'butter', 'plain flour', 'granulated sugar', 'egg white']",Rustic harvest fruit tart,"https://images.immediate.co.uk/production/volatile/sites/30/2014/08/forest-pie7089-a514294.jpg?quality=90&resize=556,505",20,35,,,0.1,[ObjectId('5f6ede009f48383b148dfded')],"[{'id': ObjectId('5f6ede009f48383b148dfded'), 'quantity': 'butter', 'measurement': 'g'}]","['blackberries', 'blueberries', 'plums', 'granulated sugar', 'cornflour', 'orange', 'plain flour', 'granulated sugar', 'egg white']"
23,5f6df90489e9ff4aec6e1d84,"{'kcal': 362.0, 'fat': 16.0, 'saturates': 4.0, 'carbs': 35.0, 'sugars': 6.0, 'fibre': 9.0, 'protein': 16.0, 'salt': 0.1}","[{'name': 'bay leaf', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'puy lentils', 'quantity': 200, 'measurement': 'g'}, {'name': 'olive oil', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'lemons', 'quantity': 1, 'measurement': 'quantity'}, {'name': 'butter', 'quantity': 20, 'measurement': 'g'}, {'name': 'large sage leaves', 'quantity': 2, 'measurement': 'quantity'}, {'name': 'butternut squash', 'quantity': 500, 'measurement': 'g'}, {'name': 'kale', 'quantity': 100, 'measurement': 'g'}, {'name': 'roughly chopped flat-leaf parsley', 'quantity': 1, 'measurement': 'tbsp'}, {'name': 'toasted hazelnuts', 'quantity': 2, 'measurement': 'tbsp'}]","['Bring a pan of salted water to the boil. Add the bay leaf and lentils, and cook for 12-15 mins until the lentils are tender but still have some bite. Drain, put in a bowl with 1 tbsp olive oil and the lemon juice, then combine.', 'Melt the butter in a heavy bottomed frying pan or skillet that has a lid, along with the sage and remaining oil. Add the squash and some seasoning, then stir to coat them in the butter. Put the lid on and cook over a medium heat for 8-10 mins or until just tender, adding a splash of water if you need to stop it catching.', 'Add another splash of water to the pan along with the kale. Put the lid on to steam for 3-4 mins until the kale is tender. Put the lentils on a serving platter and arrange the squash and kale on top. Garnish with the parsley and hazelnuts and squeeze over 1 tbsp lemon juice from the remaining lemon wedges, to serve.']","['bay leaf', 'puy lentils', 'olive oil', 'lemons', 'butter', 'large sage leaves', 'butternut squash', 'kale', 'roughly chopped flat-leaf parsley', 'toasted hazelnuts']","Puy lentils, squash & kale","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/puy-lentils-squash-kale-987e443.jpg?quality=90&resize=440,400",15,35,,,0.1,[ObjectId('5f6ede009f48383b148dfded')],"[{'id': ObjectId('5f6ede009f48383b148dfded'), 'quantity': 'butter', 'measurement': 'g'}]","['bay leaf', 'puy lentils', 'olive oil', 'lemons', 'large sage leaves', 'butternut squash', 'kale', 'roughly chopped flat-leaf parsley', 'toasted hazelnuts']"
64,5f6ed4a306b23ed5d788342a,"{'kcal': 581.0, 'fat': 39.0, 'saturates': 15.0, 'carbs': 51.0, 'sugars': 33.0, 'fibre': 4.0, 'protein': 9.0, 'salt': 0.83}","[{'name': 'butter', 'quantity': 175, 'measurement': 'g'}, {'name': 'plums', 'quantity': 500, 'measurement': 'g'}, {'name': 'light muscovado sugar', 'quantity': 175, 'measurement': 'g'}, {'name': 'self-raising flour', 'quantity': 175, 'measurement': 'g'}, {'name': 'ground  hazelnuts', 'quantity': 175, 'measurement': 'g'}, {'name': 'eggs', 'quantity': 3, 'measurement': 'quantity'}, {'name': 'baking powder', 'quantity': 1, 'measurement': 'tsp'}, {'name': 'dark chocolate', 'quantity': 50, 'measurement': 'g'}, {'name': 'hazelnuts', 'quantity': 2, 'measurement': 'tbsp'}, {'name': 'redcurrant damson or plum', 'quantity': 2, 'measurement': 'tbsp'}]","['Heat oven to 180C/fan 160C/gas 4. Butter and line the base of a round 20cm cake tin. Halve and stone 4 plums, set aside for later, then roughly chop the remaining plums.', 'Put the sugar, butter, flour, ground hazelnuts, eggs and baking powder into a large bowl and beat with a wooden spoon or electric hand mixer for 1-2 mins, until smooth and light. Stir in the chopped plums and chocolate, then tip into the prepared cake tin and smooth the top.', 'Arrange the halved plums over the top of the mixture, pressing them down lightly, then scatter over hazelnuts. Bake for 40-50 mins until the top is golden and the cake feels firm to the touch. Cool in the tin for 10 mins, then turn out, remove the paper and cool on a wire rack. Heat the jelly, then brush over the top of the cake before serving.']","['butter', 'plums', 'light muscovado sugar', 'self-raising flour', 'ground  hazelnuts', 'eggs', 'baking powder', 'dark chocolate', 'hazelnuts', 'redcurrant damson or plum']","Plum, hazelnut & chocolate cake","https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-388473_11-ed37ebe.jpg?quality=90&resize=440,400",25,50,,,0.1,[ObjectId('5f6ede009f48383b148dfded')],"[{'id': ObjectId('5f6ede009f48383b148dfded'), 'quantity': 'butter', 'measurement': 'g'}]","['plums', 'light muscovado sugar', 'self-raising flour', 'ground  hazelnuts', 'eggs', 'baking powder', 'dark chocolate', 'hazelnuts', 'redcurrant damson or plum']"
